Temperature_C,Salinity_ppt,Optimal_Frequency_kHz,Optimal_Power_W
37.12,0.611,56.5,2.03
45.37,0.119,60.74,0.908
33.13,0.924,47.91,2.557
41.54,0.078,61.51,0.554
44.63,0.93,68.54,2.941
49.57,0.707,71.83,2.393
58.52,0.33,86.21,1.729
48.02,0.391,69.33,1.575
52.31,0.741,79.81,2.609
45.19,0.601,67.17,2.077
49.02,0.672,74.82,2.5
32.13,0.389,45.6,1.391
37.63,0.488,57.86,1.78
40.86,0.99,64.16,2.994
44.17,0.214,64.88,1.184
31.37,0.418,47.03,1.379
34.2,0.292,47.69,1.231
38.3,0.765,55.35,2.373
59.15,0.764,93.63,2.681
39.94,0.292,57.93,1.07
44.46,0.081,63.91,0.926
35.88,0.011,48.21,0.485
48.32,0.427,70.65,1.779
38.42,0.41,57.63,1.613
36.21,0.988,57.84,2.763
45.5,0.47,69.18,1.756
30.17,0.256,43.39,0.925
30.23,0.891,46.85,2.592
36.57,0.491,53.72,1.604
31.1,0.599,45.01,1.724
33.24,0.096,48.18,0.507
40.17,0.383,57.82,1.553
54.08,0.944,84.93,3.0
47.16,0.59,69.39,2.073
45.38,0.345,65.36,1.52
38.8,0.626,57.37,1.984
57.95,0.91,88.58,2.999
41.91,0.274,62.3,1.097
32.61,0.505,44.52,1.611
48.51,0.959,75.57,3.0
33.42,0.172,46.76,0.783
40.36,0.72,57.27,2.341
45.22,0.614,67.16,2.012
56.23,0.68,86.55,2.4
44.81,0.351,66.66,1.654
51.07,0.314,75.18,1.605
59.78,0.684,93.11,2.668
33.94,0.216,47.39,0.865
38.24,0.42,55.73,1.495
41.84,0.188,60.57,1.007
42.65,0.008,62.15,0.679
42.33,0.97,64.2,3.0
57.23,0.432,85.18,1.966
51.42,0.969,78.75,3.0
48.24,0.14,69.36,1.079
39.28,0.587,61.23,1.978
54.71,0.201,81.89,1.3
58.65,0.79,88.32,2.789
54.64,0.784,82.92,2.743
30.05,0.113,41.5,0.496
49.09,0.912,74.21,2.959
31.53,0.195,42.17,0.824
37.73,0.613,58.73,1.795
31.79,0.986,47.54,2.781
48.11,0.882,76.19,2.774
50.6,0.957,81.21,3.0
33.43,0.343,46.08,1.276
41.52,0.106,57.28,0.76
43.69,0.188,62.48,1.089
41.07,0.5,58.54,1.82
33.63,0.793,50.81,2.337
42.57,0.15,60.6,1.049
52.54,0.66,80.74,2.342
32.13,0.324,48.14,1.269
32.41,0.341,47.53,1.183
40.64,0.662,61.98,2.1
58.25,0.467,84.07,2.004
50.06,0.812,77.85,2.643
50.36,0.156,76.96,1.16
40.86,0.79,56.09,2.364
47.81,0.064,70.26,0.928
30.3,0.194,41.33,0.716
49.08,0.656,72.77,2.389
57.4,0.855,90.57,2.987
48.38,0.253,74.34,1.321
56.21,0.327,85.45,1.595
51.72,0.537,77.23,2.105
33.62,0.212,45.17,0.912
57.07,0.811,88.47,2.753
31.99,0.774,49.58,2.197
46.02,0.145,65.73,0.94
34.26,0.464,49.02,1.484
30.35,0.775,50.85,2.344
42.66,0.337,64.44,1.397
38.85,0.633,60.26,1.997
44.58,0.05,60.71,0.678
47.32,0.609,69.94,2.128
31.31,0.153,43.16,0.685
33.69,0.831,48.89,2.364
46.76,0.355,72.15,1.459
40.3,0.282,60.98,1.271
51.88,0.841,78.98,2.855
49.57,0.05,75.18,0.805
55.37,0.397,82.96,1.799
50.77,0.37,80.64,1.637
42.9,0.285,62.63,1.253
50.19,0.912,78.93,3.0
38.26,0.751,60.52,2.378
39.19,0.064,57.64,0.518
53.67,0.715,83.18,2.55
43.39,0.527,64.31,1.766
53.95,0.901,84.76,3.0
54.67,0.313,79.72,1.637
55.73,0.574,84.91,2.201
57.5,0.501,84.78,2.093
42.93,0.49,60.06,1.614
39.57,0.456,58.14,1.709
47.47,0.206,71.7,1.22
41.14,0.756,64.2,2.504
48.03,0.451,71.4,1.908
51.17,0.959,83.11,3.0
50.65,0.261,73.47,1.436
41.24,0.683,58.24,2.35
35.01,0.941,49.29,2.632
42.92,0.663,62.28,2.203
34.28,0.871,53.71,2.535
56.7,0.827,86.42,2.971
40.38,0.36,59.68,1.216
34.63,0.6,54.31,2.038
30.76,0.156,40.0,0.697
49.37,0.536,75.17,2.1
49.11,0.23,73.03,1.253
40.22,0.744,59.09,2.403
32.15,0.528,49.32,1.477
42.29,0.411,61.55,1.543
39.34,0.269,55.78,1.227
50.31,0.999,82.72,3.0
48.17,0.072,70.55,0.712
40.94,0.044,59.61,0.633
36.54,0.217,54.47,0.908
59.64,0.971,91.95,3.0
43.62,0.979,70.17,2.899
50.65,0.655,75.96,2.4
34.22,0.88,50.94,2.674
44.57,0.214,64.05,1.296
30.83,0.972,45.91,2.629
45.16,0.143,66.76,1.022
58.92,0.101,87.41,1.198
41.53,0.112,58.13,0.765
31.17,0.573,46.66,1.683
30.93,0.781,45.62,2.184
41.64,0.367,60.17,1.407
34.8,0.978,53.65,2.857
30.7,0.434,44.65,1.509
52.69,0.15,77.98,1.218
43.76,0.466,64.08,1.611
38.68,0.679,59.65,2.108
57.0,0.832,87.75,3.0
33.48,0.459,47.02,1.458
58.68,0.594,86.51,2.353
39.42,0.267,58.64,1.02
56.65,0.646,86.54,2.54
48.09,0.986,75.28,2.974
54.8,0.049,82.07,0.787
59.52,0.887,91.6,3.0
38.65,0.562,54.47,2.032
58.83,0.252,87.79,1.484
41.68,0.955,65.04,2.917
41.57,0.483,60.88,1.812
40.21,0.332,61.28,1.357
46.24,0.181,62.1,1.049
34.62,0.244,51.11,0.965
46.61,0.833,73.16,2.589
46.25,0.614,70.6,2.18
52.86,0.913,75.38,3.0
55.01,0.232,83.97,1.345
43.21,0.121,59.82,0.787
39.07,0.006,53.53,0.425
37.78,0.508,55.15,1.775
35.84,0.998,56.15,2.983
31.73,0.695,48.22,2.046
40.27,0.308,60.07,1.242
38.11,0.877,59.86,2.586
58.99,0.782,91.58,2.909
46.73,0.015,67.69,0.676
40.42,0.817,59.39,2.58
47.41,0.301,68.16,1.428
34.18,0.15,49.37,0.733
43.32,0.226,64.35,1.039
48.79,0.469,74.32,1.767
44.67,0.425,64.99,1.746
42.05,0.289,62.84,1.205
59.82,0.172,86.42,1.294
56.41,0.762,88.98,2.643
48.7,0.99,75.34,3.0
47.08,0.778,75.37,2.525
48.62,0.296,68.52,1.547
36.04,0.245,54.66,1.085
41.85,0.218,59.55,1.039
31.18,0.137,41.96,0.752
44.27,0.551,66.52,1.951
46.29,0.605,68.3,2.248
36.83,0.706,55.02,2.377
58.92,0.68,88.88,2.661
57.28,0.292,84.01,1.584
51.66,0.33,77.62,1.615
46.0,0.682,67.89,2.325
56.1,0.349,82.32,1.549
33.92,0.213,44.8,0.858
53.72,0.374,79.18,1.634
33.74,0.272,50.25,1.001
53.83,0.088,76.96,1.141
38.27,0.83,56.75,2.631
56.31,0.853,87.61,2.994
58.32,0.22,85.89,1.481
34.46,0.065,51.99,0.4
43.88,0.739,66.32,2.483
59.43,0.212,89.03,1.493
44.5,0.393,67.45,1.394
55.91,0.064,83.68,1.04
47.66,0.226,70.08,1.105
41.26,0.793,62.45,2.35
38.57,0.804,62.59,2.589
36.1,0.207,50.8,0.859
52.85,0.336,77.7,1.54
41.6,0.134,58.07,0.947
45.34,0.074,61.53,0.768
44.77,0.992,71.23,3.0
47.32,0.656,66.95,2.269
55.97,0.542,84.79,2.202
59.42,0.765,91.26,2.784
42.23,0.84,69.08,2.654
54.83,0.807,80.9,2.773
52.94,0.017,74.99,0.828
47.21,0.187,68.38,1.136
58.68,0.655,89.42,2.663
36.01,0.376,50.78,1.329
33.28,0.982,50.98,2.807
55.62,0.665,82.46,2.495
43.17,0.957,67.53,3.0
55.41,0.201,77.22,1.224
56.79,0.864,88.0,3.0
31.87,0.321,43.73,0.94
56.5,0.99,90.38,3.0
43.45,0.158,65.98,1.049
45.31,0.516,66.94,1.839
48.8,0.793,77.61,2.672
57.79,0.433,86.43,1.895
30.57,0.468,41.79,1.413
44.31,0.986,72.3,3.0
50.63,0.425,76.6,1.692
51.68,0.604,78.32,2.267
50.78,0.055,74.94,0.877
34.03,0.842,52.05,2.418
38.98,0.648,58.12,2.113
40.76,0.404,56.99,1.45
54.13,0.016,78.17,0.865
38.36,0.592,58.18,1.841
36.32,0.013,49.94,0.431
58.72,0.001,87.77,0.857
30.27,0.616,44.89,1.935
59.93,0.189,87.27,1.382
50.3,0.192,71.0,1.262
54.85,0.653,83.37,2.475
38.84,0.054,53.42,0.655
30.43,0.313,43.24,1.066
52.14,0.149,74.88,1.198
55.02,0.58,82.29,2.222
52.21,0.662,81.62,2.26
34.29,0.721,51.48,2.171
52.6,0.255,76.29,1.426
53.07,0.089,77.48,0.856
49.76,0.079,74.84,0.821
52.98,0.426,79.92,1.727
55.38,0.946,87.47,3.0
48.41,0.218,69.25,1.346
32.66,0.257,47.85,0.978
44.63,0.101,68.65,0.887
32.33,0.606,45.78,1.901
42.23,0.68,61.28,2.369
42.21,0.643,63.75,2.099
31.98,0.861,50.09,2.475
40.46,0.486,59.48,1.698
33.33,0.134,44.03,0.709
54.25,0.289,80.31,1.709
58.43,0.662,90.66,2.527
32.17,0.613,46.34,1.808
58.65,0.531,90.25,2.108
45.68,0.683,71.51,2.421
38.99,0.637,58.68,2.004
32.31,0.881,48.92,2.603
45.02,0.586,69.2,2.011
53.84,0.779,81.1,2.622
51.21,0.249,73.52,1.394
31.51,0.678,45.95,1.975
32.19,0.902,47.93,2.633
42.09,0.386,60.05,1.546
38.86,0.779,62.51,2.469
36.97,0.725,59.85,2.23
38.43,0.06,53.14,0.672
54.1,0.582,82.24,2.162
57.88,0.13,85.01,0.987
42.15,0.967,67.46,3.0
57.18,0.811,90.97,2.885
39.64,0.11,52.54,0.718
44.29,0.122,64.55,0.773
36.78,0.594,51.8,1.759
49.21,0.345,76.33,1.551
59.37,0.035,88.08,1.107
48.1,0.542,70.57,2.005
40.73,0.388,59.02,1.455
49.43,0.101,71.12,0.939
33.69,0.802,51.76,2.553
56.66,0.915,90.23,3.0
45.09,0.757,66.39,2.419
43.48,0.822,70.18,2.628
47.58,0.216,72.63,1.219
48.74,0.264,69.82,1.249
32.15,0.209,44.84,0.925
50.48,0.765,80.78,2.557
37.26,0.948,59.77,2.694
51.42,0.717,77.9,2.527
54.68,0.881,86.4,2.991
54.12,0.639,88.42,2.379
46.58,0.388,69.06,1.539
45.61,0.426,66.26,1.626
34.29,0.075,47.65,0.664
53.26,0.031,77.9,0.879
38.14,0.695,56.15,2.125
44.9,0.438,67.36,1.538
38.53,0.552,54.45,1.778
34.01,0.558,48.44,1.787
48.89,0.277,73.4,1.321
31.63,0.476,41.95,1.466
52.46,0.471,80.57,1.879
39.53,0.388,53.55,1.456
30.0,0.821,41.47,2.415
45.33,0.451,66.24,1.735
31.41,0.604,46.44,1.842
38.29,0.896,61.28,2.687
51.21,0.866,79.25,2.85
31.88,0.89,47.86,2.635
55.18,0.27,83.07,1.538
30.11,0.035,40.0,0.553
37.4,0.261,53.69,1.15
52.23,0.279,74.84,1.401
39.49,0.909,60.8,2.691
33.06,0.649,48.53,2.06
40.81,0.082,56.17,0.655
38.11,0.135,54.12,0.865
55.28,0.156,81.7,1.134
39.4,0.63,61.17,2.092
53.67,0.735,79.07,2.527
56.76,0.86,87.82,3.0
43.01,0.941,64.95,2.813
57.3,0.202,86.63,1.372
41.32,0.31,61.48,1.285
58.92,0.24,88.73,1.487
32.68,0.359,45.03,1.219
50.61,0.915,80.24,2.965
44.81,0.575,64.09,2.046
41.63,0.738,59.57,2.298
48.98,0.49,70.76,1.824
51.12,0.029,73.89,0.766
30.13,0.064,41.94,0.431
35.01,0.538,45.29,1.665
51.39,0.719,81.18,2.599
49.99,0.215,73.54,1.211
58.98,0.722,87.57,2.666
52.83,0.811,81.6,2.677
58.52,0.412,90.29,2.066
51.08,0.746,79.4,2.782
38.94,0.404,58.93,1.426
33.16,0.678,46.4,2.157
53.45,0.764,81.28,2.672
49.32,0.992,75.02,3.0
31.45,0.345,47.82,1.219
40.8,0.411,61.03,1.552
58.7,0.166,92.61,1.088
45.01,0.204,64.31,1.04
42.98,0.693,63.48,2.295
43.73,0.917,67.19,2.883
36.27,0.395,55.15,1.315
41.06,0.18,58.04,0.913
41.09,0.285,59.71,1.279
31.57,0.455,45.44,1.358
53.03,0.291,78.67,1.498
42.5,0.234,60.09,1.233
54.67,0.736,83.61,2.664
55.51,0.008,80.5,0.857
36.36,0.539,53.4,1.614
49.72,0.794,78.2,2.613
44.17,0.266,67.79,1.413
56.4,0.603,84.19,2.288
36.47,0.669,53.58,2.203
50.33,0.655,74.82,2.295
48.23,0.446,72.22,1.757
38.86,0.347,55.18,1.385
34.1,0.836,52.05,2.48
49.55,0.758,78.04,2.618
52.16,0.321,72.33,1.481
39.47,0.103,56.75,0.656
49.34,0.072,70.46,0.796
41.85,0.094,60.45,0.73
51.4,0.583,75.94,2.167
35.98,0.052,52.26,0.632
56.71,0.337,86.58,1.683
38.62,0.753,59.45,2.394
41.03,0.294,61.01,1.268
31.74,0.763,45.88,2.154
33.35,0.745,48.59,2.232
45.48,0.246,67.74,1.235
38.03,0.729,55.68,2.343
55.06,0.748,87.48,2.585
30.44,0.397,42.44,1.139
41.37,0.21,60.46,1.068
40.12,0.521,63.52,1.834
30.58,0.921,45.04,2.601
33.73,0.64,49.94,1.976
42.41,0.173,63.0,1.051
44.79,0.683,69.66,2.266
42.13,0.427,61.31,1.588
45.93,0.592,68.0,2.104
47.85,0.734,72.5,2.395
30.3,0.515,46.46,1.581
43.92,0.814,66.6,2.608
58.9,0.722,90.74,2.814
45.57,0.615,67.75,2.125
50.33,0.151,74.84,1.1
39.36,0.836,60.3,2.65
53.22,0.936,80.76,3.0
53.19,0.137,75.98,1.216
45.64,0.488,63.95,1.974
59.28,0.259,86.74,1.531
33.77,0.755,52.14,2.218
30.51,0.722,47.79,2.244
53.1,0.141,79.18,1.178
54.21,0.877,85.11,2.983
33.61,0.181,46.6,0.939
37.97,0.797,59.08,2.558
30.53,0.457,44.16,1.426
38.8,0.328,59.66,1.317
53.19,0.158,77.86,1.206
45.54,0.168,68.55,1.032
40.44,0.662,62.43,2.052
41.15,0.55,62.62,1.824
30.04,0.122,40.0,0.497
38.99,0.113,56.92,0.801
49.39,0.072,71.21,0.774
59.23,0.744,90.34,2.759
55.41,0.712,81.96,2.734
30.71,0.058,41.47,0.574
56.96,0.56,86.56,2.093
53.5,0.085,75.5,0.879
53.41,0.904,79.93,2.965
43.74,0.907,68.4,2.749
41.94,0.698,65.04,2.152
39.09,0.926,60.48,2.796
31.97,0.811,50.32,2.424
36.85,0.829,55.75,2.585
37.4,0.57,55.15,1.834
44.52,0.306,63.24,1.334
52.42,0.218,74.06,1.321
44.21,0.327,68.42,1.394
31.74,0.628,48.81,1.971
58.73,0.173,84.22,1.341
58.28,0.259,87.11,1.482
53.56,0.468,80.3,1.793
59.74,0.233,88.43,1.597
46.33,0.589,68.85,2.043
58.88,0.923,92.51,3.0
32.27,0.748,49.75,2.062
40.97,0.666,62.36,2.185
36.76,0.583,54.07,1.9
35.87,0.488,52.01,1.649
34.22,0.187,49.75,1.092
48.67,0.895,76.17,2.86
53.44,0.249,79.14,1.456
47.35,0.091,68.23,0.917
34.41,0.75,52.24,2.209
54.33,0.176,79.05,1.29
49.08,0.372,74.4,1.598
41.64,0.028,56.65,0.674
50.22,0.137,72.36,1.204
37.8,0.173,54.74,0.901
40.36,0.054,54.63,0.621
57.52,0.657,84.83,2.576
38.72,0.837,59.09,2.679
44.1,0.373,61.41,1.445
56.7,0.875,85.38,2.984
51.23,0.213,76.76,1.312
31.87,0.325,44.53,1.14
34.42,0.151,50.55,0.689
30.24,0.621,41.69,1.899
48.93,0.42,72.62,1.782
43.43,0.613,65.97,2.075
34.03,0.762,48.67,2.29
58.74,0.546,91.32,2.193
45.89,0.628,70.21,2.099
37.26,0.935,54.0,2.743
45.02,0.299,65.75,1.354
50.39,0.359,75.55,1.488
32.29,0.718,46.79,2.106
38.24,0.611,53.89,2.0
54.21,0.179,80.36,1.326
43.79,0.376,68.74,1.491
46.4,0.468,68.27,1.698
42.98,0.419,66.43,1.591
31.32,0.178,41.67,0.727
34.97,0.924,53.93,2.755
43.37,0.762,67.5,2.446
36.28,0.481,52.91,1.412
31.5,0.68,45.88,2.325
55.31,0.897,87.33,3.0
59.44,0.136,91.7,1.236
53.79,0.25,80.17,1.279
55.61,0.543,83.21,2.052
37.26,0.799,56.03,2.435
58.82,0.036,91.37,0.994
35.91,0.984,55.63,2.934
58.54,0.455,87.21,2.027
59.84,0.359,87.62,1.7
51.35,0.293,72.27,1.258
59.43,0.174,88.87,1.317
47.09,0.792,73.4,2.578
37.79,0.955,57.4,2.743
43.11,0.414,63.43,1.663
47.81,0.952,71.86,2.911
32.19,0.824,48.72,2.453
48.67,0.481,73.72,1.763
59.44,0.674,90.07,2.584
35.7,0.435,55.12,1.576
53.78,0.559,79.72,2.145
57.24,0.058,84.49,1.125
58.31,0.696,91.17,2.76
58.8,0.053,86.25,1.027
45.64,0.817,69.56,2.699
59.32,0.825,89.0,3.0
52.72,0.237,80.49,1.391
34.85,0.324,49.36,1.241
44.31,0.481,66.85,1.747
51.55,0.597,79.41,2.088
37.42,0.287,52.34,1.056
49.22,0.592,73.91,2.356
50.0,0.298,76.45,1.47
34.88,0.055,45.91,0.517
46.95,0.003,71.4,0.746
53.15,0.101,76.16,0.956
44.97,0.792,66.34,2.627
30.36,0.961,46.61,2.717
30.27,0.427,47.41,1.41
40.71,0.513,56.39,1.769
57.79,0.147,85.06,1.146
36.86,0.551,55.24,1.749
49.03,0.145,71.38,0.98
36.66,0.611,55.09,1.961
39.65,0.933,59.6,2.702
55.44,0.196,80.68,1.198
51.87,0.765,79.28,2.66
32.86,0.024,42.46,0.406
42.86,0.375,62.74,1.511
30.88,0.111,41.29,0.591
44.43,0.352,64.26,1.671
49.87,0.174,73.48,1.141
33.56,0.373,44.29,1.274
38.67,0.418,55.91,1.525
41.94,0.301,65.53,1.372
57.59,0.657,85.91,2.489
59.8,0.919,95.76,3.0
31.35,0.401,44.67,1.36
52.83,0.192,76.48,1.214
41.15,0.271,56.83,1.209
41.77,0.854,64.24,2.798
52.63,0.572,82.54,2.201
57.55,0.455,86.04,1.91
58.53,0.15,86.38,1.219
47.31,0.45,72.42,1.601
40.71,0.278,59.49,1.221
53.63,0.943,80.32,3.0
37.53,0.884,57.55,2.553
46.92,0.084,70.6,0.86
40.76,0.517,60.24,1.886
49.7,0.225,67.39,1.344
37.21,0.411,54.78,1.574
35.75,0.877,54.06,2.458
57.55,0.528,83.58,2.21
33.05,0.334,43.53,1.076
45.18,0.208,67.48,1.043
36.63,0.8,53.94,2.499
31.17,0.625,43.8,1.897
31.08,0.468,44.47,1.55
35.26,0.217,48.43,0.875
56.0,0.334,83.81,1.774
38.47,0.96,58.91,2.924
58.51,0.52,86.34,2.242
47.45,0.401,69.3,1.564
43.1,0.521,64.97,1.959
47.4,0.779,72.6,2.57
45.5,0.34,66.68,1.411
52.76,0.179,81.37,1.252
38.47,0.585,58.53,1.978
40.59,0.665,62.64,2.107
56.82,0.713,86.86,2.783
58.39,0.882,91.16,3.0
56.78,0.371,84.21,1.812
42.58,0.075,62.14,0.774
53.41,0.958,82.99,3.0
44.29,0.435,65.92,1.549
44.93,0.623,67.94,2.166
36.14,0.666,53.79,2.097
47.73,0.547,77.53,1.975
35.58,0.205,48.83,0.9
39.95,0.755,59.09,2.196
55.65,0.804,87.25,2.735
36.21,0.553,52.07,1.88
32.13,0.489,45.76,1.703
32.07,0.114,41.82,0.551
58.22,0.084,86.64,1.089
45.21,0.34,67.38,1.541
42.28,0.311,60.89,1.281
54.33,0.954,86.07,3.0
55.07,0.784,81.11,2.758
39.97,0.66,58.49,2.244
50.81,0.518,76.06,1.908
53.13,0.167,75.67,1.093
49.64,0.978,73.8,3.0
34.55,0.375,48.91,1.336
56.28,0.107,84.07,1.088
46.17,0.494,71.4,1.904
38.47,0.874,57.71,2.58
42.76,0.887,67.2,2.664
31.13,0.011,43.14,0.31
33.84,0.886,53.89,2.561
52.97,0.271,77.67,1.415
30.0,0.039,40.0,0.499
42.5,0.848,65.22,2.731
45.68,0.864,68.24,2.816
31.64,0.596,44.75,1.841
59.19,0.574,89.55,2.285
36.78,0.813,55.05,2.4
39.13,0.786,59.6,2.353
39.12,0.89,61.34,2.652
36.91,0.553,53.64,1.817
30.04,0.968,46.67,2.628
51.88,0.996,81.02,3.0
59.01,0.117,88.98,1.156
36.73,0.85,55.49,2.527
49.89,0.5,74.67,2.04
52.26,0.388,77.19,1.517
55.45,0.613,84.08,2.311
42.68,0.056,59.06,0.505
39.09,0.506,55.81,1.767
39.76,0.871,62.39,2.733
51.38,0.213,73.32,1.153
54.5,0.426,81.13,1.758
35.45,0.939,56.39,2.622
41.13,0.429,59.67,1.599
57.06,0.358,87.1,1.71
54.2,0.441,80.18,1.863
59.55,0.519,88.29,2.16
52.63,0.632,76.81,2.255
41.8,0.801,66.3,2.628
47.72,0.452,68.79,1.806
49.83,0.817,78.13,2.646
32.35,0.534,44.97,1.625
46.33,0.338,70.8,1.403
51.28,0.658,82.41,2.483
35.02,0.718,48.96,2.252
53.42,0.558,78.65,2.153
47.51,0.057,69.91,0.928
58.57,0.17,87.75,1.412
31.27,0.285,45.3,1.02
37.96,0.283,53.28,1.133
48.05,0.673,76.89,2.315
38.9,0.018,54.58,0.448
51.43,0.756,76.39,2.757
52.77,0.265,77.52,1.338
33.08,0.31,44.37,1.206
45.42,0.528,71.01,1.983
45.27,0.216,64.4,1.121
41.08,0.884,64.02,2.878
57.99,0.085,84.35,0.948
54.83,0.444,81.16,1.901
50.92,0.849,74.74,2.803
51.43,0.616,79.18,2.345
43.85,0.292,66.51,1.336
57.63,0.421,84.9,1.766
50.84,0.707,74.49,2.583
51.87,0.973,82.44,3.0
55.85,0.893,83.43,2.967
38.22,0.342,57.65,1.293
54.21,0.998,82.92,3.0
35.86,0.004,47.19,0.412
40.36,0.028,57.24,0.588
40.07,0.824,58.98,2.534
59.36,0.199,86.75,1.35
55.7,0.061,82.19,0.837
51.04,0.237,70.22,1.341
51.81,0.426,80.74,1.648
46.86,0.731,71.45,2.466
58.41,0.624,86.62,2.285
44.89,0.238,63.21,1.196
41.42,0.503,63.27,1.786
34.89,0.926,54.59,2.746
53.59,0.815,85.4,2.878
52.03,0.323,75.83,1.632
41.53,0.982,64.94,2.857
30.76,0.709,46.31,2.082
55.17,0.062,82.04,1.12
30.34,0.035,43.01,0.404
51.11,0.168,73.35,1.077
59.11,0.728,90.71,2.695
43.13,0.184,60.89,0.991
37.05,0.511,54.24,1.626
51.15,0.093,75.79,1.026
54.51,0.921,81.44,3.0
46.39,0.344,70.51,1.381
59.01,0.908,89.59,3.0
31.55,0.945,47.53,2.648
45.14,0.006,66.75,0.49
51.55,0.464,77.93,1.778
55.88,0.025,82.23,0.778
35.38,0.909,51.7,2.675
54.0,0.518,79.42,2.039
46.58,0.075,68.86,0.742
41.9,0.11,58.52,0.782
33.95,0.384,47.63,1.398
55.96,0.94,89.1,3.0
34.72,0.693,49.61,2.207
39.29,0.868,60.61,2.637
38.7,0.366,56.21,1.518
56.14,0.043,82.08,0.959
50.18,0.974,77.1,3.0
53.9,0.017,77.18,0.828
37.51,0.948,55.55,2.72
48.75,0.369,73.17,1.572
47.15,0.01,66.17,0.703
54.98,0.689,86.05,2.572
57.18,0.981,88.93,3.0
30.36,0.966,44.26,2.94
50.22,0.161,72.84,1.093
31.56,0.181,42.75,0.65
46.47,0.566,71.76,2.14
38.63,0.637,56.89,2.114
39.2,0.739,58.61,2.351
40.59,0.181,60.85,0.927
48.64,0.959,76.59,3.0
40.02,0.639,63.19,2.227
51.98,0.847,82.77,2.873
42.14,0.54,60.88,1.775
32.05,0.414,47.75,1.1
53.51,0.977,86.53,3.0
38.57,0.582,60.27,1.848
42.98,0.867,67.95,2.719
50.56,0.953,80.56,3.0
39.97,0.675,59.4,2.117
31.7,0.549,44.33,1.645
41.22,0.004,57.26,0.479
58.33,0.04,82.24,1.029
49.25,0.201,74.69,1.233
50.14,0.186,72.78,1.071
48.97,0.255,74.46,1.231
35.97,0.305,48.92,1.212
42.55,0.36,64.41,1.535
52.53,0.421,77.58,1.885
33.04,0.099,42.89,0.528
38.34,0.042,56.85,0.652
38.29,0.674,59.52,2.009
42.96,0.537,64.38,1.886
59.41,0.444,89.79,2.038
32.03,0.634,47.93,1.76
45.56,0.828,70.25,2.848
35.38,0.428,49.59,1.583
59.12,0.641,89.62,2.537
33.4,0.954,55.08,2.675
42.11,0.84,69.75,2.636
52.14,0.426,81.1,1.871
51.14,0.645,78.64,2.245
42.68,0.177,60.68,0.982
40.4,0.561,58.4,1.982
41.93,0.981,63.51,2.872
37.93,0.518,54.69,1.781
36.16,0.928,59.72,2.602
44.49,0.407,69.24,1.533
38.06,0.999,60.38,2.918
38.62,0.579,55.35,1.962
49.7,0.042,73.56,0.744
59.06,0.587,89.53,2.358
48.11,0.275,66.32,1.294
32.31,0.032,44.46,0.385
32.27,0.821,46.87,2.498
58.54,0.276,85.71,1.468
38.92,0.797,58.55,2.53
32.76,0.288,45.15,1.076
47.97,0.194,69.85,1.099
48.71,0.974,75.61,3.0
49.46,0.362,69.55,1.502
38.02,0.601,59.48,1.905
30.45,0.61,42.42,1.822
58.95,0.56,87.78,2.328
37.53,0.915,56.87,2.713
50.28,0.674,76.28,2.373
51.2,0.404,79.26,1.727
48.3,0.862,74.99,2.86
39.39,0.181,57.24,0.992
38.13,0.544,56.83,1.712
47.93,0.951,74.85,3.0
55.98,0.625,85.94,2.481
58.4,0.817,86.48,2.805
33.18,0.654,48.51,2.003
34.64,0.839,54.79,2.478
58.34,0.944,98.9,3.0
52.1,0.273,74.58,1.551
56.49,0.17,84.25,1.257
36.08,0.484,51.49,1.752
47.63,0.702,76.51,2.408
51.03,0.227,72.31,1.325
50.4,0.004,73.92,0.672
42.24,0.343,58.83,1.357
30.46,0.969,45.91,2.764
47.49,0.695,72.08,2.421
37.59,0.401,56.7,1.503
43.51,0.193,60.61,1.082
58.73,0.356,89.43,1.658
41.97,0.17,60.21,0.9
55.19,0.106,81.49,1.138
35.66,0.907,56.41,2.523
50.17,0.998,75.7,3.0
59.31,0.164,89.5,1.288
33.06,0.055,44.08,0.565
30.25,0.33,44.57,1.163
43.01,0.462,64.25,1.661
32.78,0.205,45.26,0.811
52.45,0.301,76.55,1.461
57.44,0.201,86.75,1.397
43.02,0.774,68.0,2.312
37.76,0.713,55.63,2.249
43.03,0.635,62.4,2.077
51.7,0.387,78.44,1.717
30.27,0.909,42.99,2.606
47.68,0.97,71.5,2.945
48.4,0.174,68.35,1.084
49.13,0.223,71.12,1.253
37.26,0.526,52.1,1.766
51.42,0.091,70.94,0.947
32.74,0.436,44.73,1.348
35.98,0.582,54.34,1.789
56.32,0.522,82.71,2.021
52.16,0.331,76.76,1.615
30.41,0.542,47.81,1.655
37.45,0.959,57.58,2.842
36.43,0.206,52.21,0.807
38.12,0.655,55.04,2.097
37.43,0.043,56.47,0.608
31.88,0.066,42.32,0.356
43.77,0.552,64.88,1.912
51.98,0.105,78.43,0.876
48.2,0.022,68.89,0.686
50.19,0.172,73.42,1.06
32.43,0.565,46.72,1.791
58.54,0.703,89.34,2.643
55.15,0.202,82.2,1.413
54.15,0.668,83.76,2.449
54.69,0.182,79.31,1.277
57.98,0.613,86.92,2.349
46.33,0.412,67.38,1.568
36.01,0.654,50.73,2.121
48.5,0.995,72.4,3.0
52.29,0.938,81.88,3.0
52.14,0.004,77.32,0.764
45.64,0.885,72.08,2.749
32.05,0.066,40.0,0.599
